"data","tipo","vencimento","taxa"
"2026-03-17","LTN","2027-01-01","13.8600"
"2026-03-17","LTN","2028-01-01","13.5300"
"2026-03-17","LTN","2029-01-01","13.5800"
"2026-03-17","LTN","2031-01-01","13.7900"
"2026-03-17","LTN","2032-01-01","13.8900"
"2026-03-17","NTN-B","2026-08-15","9.9500"
"2026-03-17","NTN-B","2029-05-15","7.9600"
"2026-03-17","NTN-B","2030-08-15","7.9800"
"2026-03-17","NTN-B","2032-08-15","7.7500"
"2026-03-17","NTN-B","2032-08-15","7.7900"
"2026-03-17","NTN-B","2035-05-15","7.4900"
"2026-03-17","NTN-B","2035-05-15","7.5700"
"2026-03-17","NTN-B","2037-05-15","7.4800"
"2026-03-17","NTN-B","2040-08-15","7.2200"
"2026-03-17","NTN-B","2040-08-15","7.3600"
"2026-03-17","NTN-B","2045-05-15","7.0700"
"2026-03-17","NTN-B","2045-05-15","7.2500"
"2026-03-17","NTN-B","2050-08-15","6.9300"
"2026-03-17","NTN-B","2050-08-15","7.1600"
"2026-03-17","NTN-B","2055-05-15","7.1300"
"2026-03-17","NTN-B","2060-08-15","7.1300"
"2026-03-18","LTN","2027-01-01","13.9700"
"2026-03-18","LTN","2028-01-01","13.6800"
"2026-03-18","LTN","2029-01-01","13.6800"
"2026-03-18","LTN","2031-01-01","13.8300"
"2026-03-18","LTN","2032-01-01","13.9000"
"2026-03-18","NTN-B","2026-08-15","9.4400"
"2026-03-18","NTN-B","2029-05-15","8.0200"
"2026-03-18","NTN-B","2030-08-15","8.0000"
"2026-03-18","NTN-B","2032-08-15","7.7400"
"2026-03-18","NTN-B","2032-08-15","7.7900"
"2026-03-18","NTN-B","2035-05-15","7.4400"
"2026-03-18","NTN-B","2035-05-15","7.5300"
"2026-03-18","NTN-B","2037-05-15","7.4300"
"2026-03-18","NTN-B","2040-08-15","7.1500"
"2026-03-18","NTN-B","2040-08-15","7.3000"
"2026-03-18","NTN-B","2045-05-15","7.0500"
"2026-03-18","NTN-B","2045-05-15","7.2200"
"2026-03-18","NTN-B","2050-08-15","6.9100"
"2026-03-18","NTN-B","2050-08-15","7.1300"
"2026-03-18","NTN-B","2055-05-15","7.1000"
"2026-03-18","NTN-B","2060-08-15","7.1100"
"2026-03-19","LTN","2027-01-01","13.9900"
"2026-03-19","LTN","2028-01-01","13.8400"
"2026-03-19","LTN","2029-01-01","13.9400"
"2026-03-19","LTN","2031-01-01","14.1600"
"2026-03-19","LTN","2032-01-01","14.2400"
"2026-03-19","NTN-B","2026-08-15","9.5500"
"2026-03-19","NTN-B","2029-05-15","8.0900"
"2026-03-19","NTN-B","2030-08-15","8.0900"
"2026-03-19","NTN-B","2032-08-15","7.8700"
"2026-03-19","NTN-B","2032-08-15","7.9100"
"2026-03-19","NTN-B","2035-05-15","7.5800"
"2026-03-19","NTN-B","2035-05-15","7.6700"
"2026-03-19","NTN-B","2037-05-15","7.5600"
"2026-03-19","NTN-B","2040-08-15","7.3100"
"2026-03-19","NTN-B","2040-08-15","7.4500"
"2026-03-19","NTN-B","2045-05-15","7.2100"
"2026-03-19","NTN-B","2045-05-15","7.3700"
"2026-03-19","NTN-B","2050-08-15","7.0800"
"2026-03-19","NTN-B","2050-08-15","7.2900"
"2026-03-19","NTN-B","2055-05-15","7.2800"
"2026-03-19","NTN-B","2060-08-15","7.2900"
"2026-03-20","LTN","2027-01-01","13.8500"
"2026-03-20","LTN","2028-01-01","13.8200"
"2026-03-20","LTN","2029-01-01","13.8800"
"2026-03-20","LTN","2031-01-01","14.0300"
"2026-03-20","LTN","2032-01-01","14.1000"
"2026-03-20","NTN-B","2026-08-15","9.3600"
"2026-03-20","NTN-B","2029-05-15","8.0100"
"2026-03-20","NTN-B","2030-08-15","8.0100"
"2026-03-20","NTN-B","2032-08-15","7.8400"
"2026-03-20","NTN-B","2032-08-15","7.8700"
"2026-03-20","NTN-B","2035-05-15","7.5600"
"2026-03-20","NTN-B","2035-05-15","7.6400"
"2026-03-20","NTN-B","2037-05-15","7.5200"
"2026-03-20","NTN-B","2040-08-15","7.2500"
"2026-03-20","NTN-B","2040-08-15","7.3900"
"2026-03-20","NTN-B","2045-05-15","7.1500"
"2026-03-20","NTN-B","2045-05-15","7.3100"
"2026-03-20","NTN-B","2050-08-15","7.0400"
"2026-03-20","NTN-B","2050-08-15","7.2400"
"2026-03-20","NTN-B","2055-05-15","7.2100"
"2026-03-20","NTN-B","2060-08-15","7.2300"
"2026-03-23","LTN","2027-01-01","14.0100"
"2026-03-23","LTN","2028-01-01","14.1200"
"2026-03-23","LTN","2029-01-01","14.1500"
"2026-03-23","LTN","2031-01-01","14.2000"
"2026-03-23","LTN","2032-01-01","14.2400"
"2026-03-23","NTN-B","2026-08-15","9.1800"
"2026-03-23","NTN-B","2029-05-15","7.9900"
"2026-03-23","NTN-B","2030-08-15","8.0400"
"2026-03-23","NTN-B","2032-08-15","7.8800"
"2026-03-23","NTN-B","2032-08-15","7.9100"
"2026-03-23","NTN-B","2035-05-15","7.5800"
"2026-03-23","NTN-B","2035-05-15","7.6600"
"2026-03-23","NTN-B","2037-05-15","7.5300"
"2026-03-23","NTN-B","2040-08-15","7.2200"
"2026-03-23","NTN-B","2040-08-15","7.3800"
"2026-03-23","NTN-B","2045-05-15","7.1100"
"2026-03-23","NTN-B","2045-05-15","7.2900"
"2026-03-23","NTN-B","2050-08-15","7.0800"
"2026-03-23","NTN-B","2050-08-15","7.2600"
"2026-03-23","NTN-B","2055-05-15","7.2000"
"2026-03-23","NTN-B","2060-08-15","7.2400"
"2026-03-24","LTN","2027-01-01","13.8700"
"2026-03-24","LTN","2028-01-01","13.9000"
"2026-03-24","LTN","2029-01-01","13.9300"
"2026-03-24","LTN","2031-01-01","14.0600"
"2026-03-24","LTN","2032-01-01","14.1400"
"2026-03-24","NTN-B","2026-08-15","9.1600"
"2026-03-24","NTN-B","2029-05-15","7.9800"
"2026-03-24","NTN-B","2030-08-15","8.0200"
"2026-03-24","NTN-B","2032-08-15","7.9000"
"2026-03-24","NTN-B","2032-08-15","7.9200"
"2026-03-24","NTN-B","2035-05-15","7.6300"
"2026-03-24","NTN-B","2035-05-15","7.7000"
"2026-03-24","NTN-B","2037-05-15","7.5800"
"2026-03-24","NTN-B","2040-08-15","7.2700"
"2026-03-24","NTN-B","2040-08-15","7.4200"
"2026-03-24","NTN-B","2045-05-15","7.1900"
"2026-03-24","NTN-B","2045-05-15","7.3500"
"2026-03-24","NTN-B","2050-08-15","7.1300"
"2026-03-24","NTN-B","2050-08-15","7.3100"
"2026-03-24","NTN-B","2055-05-15","7.2700"
"2026-03-24","NTN-B","2060-08-15","7.3100"
"2026-03-25","LTN","2027-01-01","13.7900"
"2026-03-25","LTN","2028-01-01","13.8000"
"2026-03-25","LTN","2029-01-01","13.8400"
"2026-03-25","LTN","2031-01-01","14.0000"
"2026-03-25","LTN","2032-01-01","14.0900"
"2026-03-25","NTN-B","2026-08-15","9.1300"
"2026-03-25","NTN-B","2029-05-15","7.9200"
"2026-03-25","NTN-B","2030-08-15","7.9600"
"2026-03-25","NTN-B","2032-08-15","7.8400"
"2026-03-25","NTN-B","2032-08-15","7.8600"
"2026-03-25","NTN-B","2035-05-15","7.5600"
"2026-03-25","NTN-B","2035-05-15","7.6300"
"2026-03-25","NTN-B","2037-05-15","7.5300"
"2026-03-25","NTN-B","2040-08-15","7.2200"
"2026-03-25","NTN-B","2040-08-15","7.3700"
"2026-03-25","NTN-B","2045-05-15","7.1400"
"2026-03-25","NTN-B","2045-05-15","7.3000"
"2026-03-25","NTN-B","2050-08-15","7.0900"
"2026-03-25","NTN-B","2050-08-15","7.2600"
"2026-03-25","NTN-B","2055-05-15","7.2300"
"2026-03-25","NTN-B","2060-08-15","7.2500"
"2026-03-26","LTN","2027-01-01","13.9400"
"2026-03-26","LTN","2028-01-01","14.0600"
"2026-03-26","LTN","2029-01-01","14.1100"
"2026-03-26","LTN","2031-01-01","14.2600"
"2026-03-26","LTN","2032-01-01","14.3300"
"2026-03-26","NTN-B","2026-08-15","9.2300"
"2026-03-26","NTN-B","2029-05-15","8.0500"
"2026-03-26","NTN-B","2030-08-15","8.0800"
"2026-03-26","NTN-B","2032-08-15","7.9400"
"2026-03-26","NTN-B","2032-08-15","7.9600"
"2026-03-26","NTN-B","2035-05-15","7.6700"
"2026-03-26","NTN-B","2035-05-15","7.7400"
"2026-03-26","NTN-B","2037-05-15","7.6300"
"2026-03-26","NTN-B","2040-08-15","7.3500"
"2026-03-26","NTN-B","2040-08-15","7.4900"
"2026-03-26","NTN-B","2045-05-15","7.2300"
"2026-03-26","NTN-B","2045-05-15","7.4000"
"2026-03-26","NTN-B","2050-08-15","7.1800"
"2026-03-26","NTN-B","2050-08-15","7.3600"
"2026-03-26","NTN-B","2055-05-15","7.3500"
"2026-03-26","NTN-B","2060-08-15","7.3600"
